numeroTelefono;dataAttivazione;tipoContratto;statoContratto
39320002530;26/10/2023;RICARICA;ATTIVO
39320002531;05/05/2022;CONSUMO;ATTIVO
39320002532;10/07/2025;RICARICA;SOSPESO
39320002533;02/11/2024;CONSUMO;ATTIVO
39320002534;19/11/2023;RICARICA;ATTIVO
39320002535;23/11/2021;CONSUMO;ATTIVO
39320002536;04/03/2024;RICARICA;ATTIVO
39320002537;27/10/2021;CONSUMO;ATTIVO
39320002538;18/09/2023;RICARICA;SOSPESO
39320002539;24/03/2021;CONSUMO;ATTIVO
39320002540;26/09/2023;RICARICA;ATTIVO
39320002541;26/06/2022;CONSUMO;ATTIVO
39320002542;29/03/2021;RICARICA;ATTIVO
39320002543;27/11/2023;CONSUMO;ATTIVO
39320002544;10/01/2023;RICARICA;ATTIVO
39320002545;23/02/2026;CONSUMO;ATTIVO
39320002546;06/04/2021;RICARICA;ATTIVO
39320002547;21/08/2024;CONSUMO;ATTIVO
39320002548;12/12/2024;RICARICA;SOSPESO
39320002549;21/07/2024;CONSUMO;ATTIVO
39320002550;06/09/2025;RICARICA;ATTIVO
39320002551;31/03/2024;CONSUMO;ATTIVO
39320002552;23/12/2021;RICARICA;ATTIVO
39320002553;15/02/2023;CONSUMO;ATTIVO
39320002554;31/08/2024;RICARICA;ATTIVO
39320002555;09/06/2021;CONSUMO;ATTIVO
39320002556;10/02/2023;RICARICA;SOSPESO
39320002557;02/04/2022;CONSUMO;ATTIVO
39320002558;24/12/2022;RICARICA;ATTIVO
39320002559;08/12/2022;CONSUMO;ATTIVO
39320002560;15/09/2023;RICARICA;ATTIVO
39320002561;14/01/2021;CONSUMO;ATTIVO
39320002562;12/10/2021;RICARICA;ATTIVO
39320002563;17/04/2022;CONSUMO;ATTIVO
39320002564;10/08/2024;RICARICA;ATTIVO
39320002565;04/11/2021;CONSUMO;ATTIVO
39320002566;12/01/2023;RICARICA;ATTIVO
39320002567;01/08/2025;CONSUMO;ATTIVO
39320002568;17/04/2022;RICARICA;ATTIVO
39320002569;08/11/2022;CONSUMO;ATTIVO
39320002570;14/09/2023;RICARICA;ATTIVO
39320002571;09/09/2023;CONSUMO;ATTIVO
39320002572;27/11/2021;RICARICA;ATTIVO
39320002573;22/04/2023;CONSUMO;ATTIVO
39320002574;30/03/2021;RICARICA;ATTIVO
39320002575;28/04/2024;CONSUMO;ATTIVO
39320002576;13/07/2024;RICARICA;ATTIVO
39320002577;30/12/2025;CONSUMO;ATTIVO
39320002578;25/04/2021;RICARICA;ATTIVO
39320002579;05/03/2026;CONSUMO;ATTIVO
39320002580;11/04/2023;RICARICA;ATTIVO
39320002581;29/02/2024;CONSUMO;ATTIVO
39320002582;05/12/2025;RICARICA;ATTIVO
39320002583;17/09/2024;CONSUMO;ATTIVO
39320002584;25/06/2021;RICARICA;ATTIVO
39320002585;27/05/2024;CONSUMO;SOSPESO
39320002586;12/11/2025;RICARICA;ATTIVO
39320002587;26/03/2022;CONSUMO;ATTIVO
39320002588;15/05/2024;RICARICA;ATTIVO
39320002589;08/04/2024;CONSUMO;ATTIVO
39320002590;08/01/2022;RICARICA;ATTIVO
39320002591;13/11/2023;CONSUMO;ATTIVO
39320002592;23/01/2025;RICARICA;ATTIVO
39320002593;04/03/2026;CONSUMO;ATTIVO
39320002594;24/04/2024;RICARICA;ATTIVO
39320002595;14/02/2023;CONSUMO;ATTIVO
39320002596;11/08/2021;RICARICA;ATTIVO
39320002597;07/12/2023;CONSUMO;ATTIVO
39320002598;30/10/2023;RICARICA;ATTIVO
39320002599;20/08/2025;CONSUMO;ATTIVO
39320002600;17/07/2021;RICARICA;ATTIVO
39320002601;21/01/2026;CONSUMO;ATTIVO
39320002602;21/03/2021;RICARICA;ATTIVO
39320002603;25/12/2023;CONSUMO;ATTIVO
39320002604;29/08/2021;RICARICA;ATTIVO
39320002605;12/09/2024;CONSUMO;ATTIVO
39320002606;20/05/2024;RICARICA;ATTIVO
39320002607;03/01/2021;CONSUMO;ATTIVO
39320002608;06/05/2025;RICARICA;ATTIVO
39320002609;03/06/2023;CONSUMO;ATTIVO
39320002610;29/01/2023;RICARICA;ATTIVO
39320002611;29/11/2024;CONSUMO;ATTIVO
39320002612;15/04/2022;RICARICA;SOSPESO
39320002613;15/09/2023;CONSUMO;ATTIVO
39320002614;20/02/2023;RICARICA;ATTIVO
39320002615;06/07/2025;CONSUMO;ATTIVO
39320002616;09/04/2025;RICARICA;ATTIVO
39320002617;25/03/2024;CONSUMO;ATTIVO
39320002618;02/10/2021;RICARICA;ATTIVO
39320002619;18/04/2025;CONSUMO;ATTIVO
39320002620;26/10/2025;RICARICA;ATTIVO
39320002621;10/05/2024;CONSUMO;ATTIVO
39320002622;17/04/2023;RICARICA;ATTIVO
39320002623;12/01/2021;CONSUMO;ATTIVO
39320002624;05/06/2025;RICARICA;ATTIVO
39320002625;07/12/2023;CONSUMO;ATTIVO
39320002626;15/01/2021;RICARICA;ATTIVO
39320002627;25/02/2022;CONSUMO;ATTIVO
39320002628;09/10/2022;RICARICA;ATTIVO
39320002629;07/08/2021;CONSUMO;ATTIVO
39320002630;27/08/2024;RICARICA;ATTIVO
39320002631;20/06/2022;CONSUMO;ATTIVO
39320002632;18/05/2023;RICARICA;ATTIVO
39320002633;07/06/2024;CONSUMO;ATTIVO
39320002634;25/10/2024;RICARICA;ATTIVO
39320002635;22/02/2022;CONSUMO;ATTIVO
39320002636;25/05/2025;RICARICA;ATTIVO
39320002637;02/01/2022;CONSUMO;ATTIVO
39320002638;11/02/2024;RICARICA;ATTIVO
39320002639;21/09/2022;CONSUMO;ATTIVO
39320002640;05/05/2025;RICARICA;ATTIVO
39320002641;15/02/2025;CONSUMO;ATTIVO
39320002642;05/11/2025;RICARICA;ATTIVO
39320002643;12/03/2025;CONSUMO;ATTIVO
39320002644;23/05/2025;RICARICA;ATTIVO
39320002645;28/11/2021;CONSUMO;ATTIVO
39320002646;08/11/2023;RICARICA;ATTIVO
39320002647;25/11/2022;CONSUMO;ATTIVO
39320002648;11/06/2024;RICARICA;ATTIVO
39320002649;18/12/2024;CONSUMO;ATTIVO
39320002650;08/03/2023;RICARICA;SOSPESO
39320002651;11/01/2021;CONSUMO;ATTIVO
39320002652;14/08/2025;RICARICA;ATTIVO
39320002653;12/03/2026;CONSUMO;ATTIVO
39320002654;30/06/2021;RICARICA;ATTIVO
39320002655;31/03/2022;CONSUMO;ATTIVO
39320002656;01/06/2024;RICARICA;ATTIVO
39320002657;27/02/2023;CONSUMO;SOSPESO
39320002658;01/04/2023;RICARICA;ATTIVO
39320002659;04/12/2023;CONSUMO;ATTIVO
39320002660;08/05/2024;RICARICA;ATTIVO
39320002661;04/05/2025;CONSUMO;ATTIVO
39320002662;04/08/2024;RICARICA;ATTIVO
39320002663;22/01/2021;CONSUMO;ATTIVO
39320002664;07/09/2024;RICARICA;SOSPESO
39320002665;28/11/2023;CONSUMO;ATTIVO
39320002666;10/03/2021;RICARICA;ATTIVO
39320002667;12/11/2023;CONSUMO;ATTIVO
39320002668;20/04/2022;RICARICA;ATTIVO
39320002669;12/10/2024;CONSUMO;ATTIVO
39320002670;05/05/2022;RICARICA;ATTIVO
39320002671;19/11/2021;CONSUMO;ATTIVO
39320002672;20/07/2022;RICARICA;ATTIVO
39320002673;25/12/2022;CONSUMO;ATTIVO
39320002674;11/04/2023;RICARICA;ATTIVO
39320002675;27/11/2023;CONSUMO;ATTIVO
39320002676;12/12/2024;RICARICA;ATTIVO
39320002677;04/07/2021;CONSUMO;ATTIVO
39320002678;27/01/2025;RICARICA;ATTIVO
39320002679;17/02/2026;CONSUMO;ATTIVO
39320002680;13/12/2022;RICARICA;SOSPESO
39320002681;21/07/2022;CONSUMO;ATTIVO
39320002682;03/02/2022;RICARICA;ATTIVO
39320002683;08/04/2023;CONSUMO;ATTIVO
39320002684;19/06/2022;RICARICA;ATTIVO
39320002685;03/11/2023;CONSUMO;ATTIVO
39320002686;29/05/2021;RICARICA;ATTIVO
39320002687;28/11/2022;CONSUMO;SOSPESO
39320002688;03/07/2025;RICARICA;ATTIVO
39320002689;12/06/2022;CONSUMO;ATTIVO
39320002690;24/07/2025;RICARICA;ATTIVO
39320002691;28/05/2022;CONSUMO;ATTIVO
39320002692;12/02/2023;RICARICA;ATTIVO
39320002693;26/04/2025;CONSUMO;ATTIVO
39320002694;27/11/2022;RICARICA;SOSPESO
39320002695;29/07/2023;CONSUMO;ATTIVO
39320002696;11/01/2026;RICARICA;ATTIVO
39320002697;26/02/2021;CONSUMO;ATTIVO
39320002698;13/06/2022;RICARICA;ATTIVO
39320002699;21/07/2024;CONSUMO;ATTIVO
39320002700;28/03/2022;RICARICA;ATTIVO
39320002701;16/04/2022;CONSUMO;ATTIVO
39320002702;25/04/2023;RICARICA;SOSPESO
39320002703;24/11/2023;CONSUMO;ATTIVO
39320002704;06/12/2024;RICARICA;ATTIVO
39320002705;24/05/2022;CONSUMO;ATTIVO
39320002706;29/03/2023;RICARICA;ATTIVO
39320002707;09/08/2025;CONSUMO;ATTIVO
39320002708;10/02/2024;RICARICA;SOSPESO
39320002709;03/09/2023;CONSUMO;ATTIVO
39320002710;24/03/2022;RICARICA;ATTIVO
39320002711;06/07/2022;CONSUMO;ATTIVO
39320002712;09/03/2025;RICARICA;ATTIVO
39320002713;07/02/2026;CONSUMO;ATTIVO
39320002714;18/02/2025;RICARICA;ATTIVO
39320002715;15/02/2025;CONSUMO;ATTIVO
39320002716;28/06/2022;RICARICA;ATTIVO
39320002717;20/02/2022;CONSUMO;ATTIVO
39320002718;09/09/2025;RICARICA;ATTIVO
39320002719;16/11/2021;CONSUMO;ATTIVO
39320002720;03/09/2021;RICARICA;SOSPESO
39320002721;16/10/2024;CONSUMO;SOSPESO
39320002722;06/10/2023;RICARICA;ATTIVO
39320002723;15/04/2025;CONSUMO;ATTIVO
39320002724;28/03/2021;RICARICA;ATTIVO
39320002725;31/01/2023;CONSUMO;ATTIVO
39320002726;06/10/2023;RICARICA;ATTIVO
39320002727;10/12/2025;CONSUMO;ATTIVO
39320002728;15/11/2025;RICARICA;ATTIVO
39320002729;10/01/2022;CONSUMO;SOSPESO
39320002730;19/02/2026;RICARICA;ATTIVO
39320002731;26/03/2023;CONSUMO;ATTIVO
39320002732;27/03/2024;RICARICA;ATTIVO
39320002733;13/12/2023;CONSUMO;ATTIVO
39320002734;07/09/2023;RICARICA;SOSPESO
39320002735;08/03/2021;CONSUMO;ATTIVO
39320002736;18/03/2023;RICARICA;ATTIVO
39320002737;09/05/2025;CONSUMO;ATTIVO
39320002738;04/09/2021;RICARICA;ATTIVO
39320002739;01/08/2023;CONSUMO;ATTIVO
39320002740;18/01/2021;RICARICA;ATTIVO
39320002741;08/03/2022;CONSUMO;ATTIVO
39320002742;26/07/2021;RICARICA;ATTIVO
39320002743;08/06/2024;CONSUMO;ATTIVO
39320002744;19/01/2022;RICARICA;ATTIVO
39320002745;01/05/2022;CONSUMO;ATTIVO
39320002746;09/06/2024;RICARICA;ATTIVO
39320002747;12/01/2022;CONSUMO;ATTIVO
39320002748;08/03/2022;RICARICA;ATTIVO
39320002749;21/03/2025;CONSUMO;ATTIVO
39320002750;16/10/2025;RICARICA;ATTIVO
39320002751;13/07/2023;CONSUMO;ATTIVO
39320002752;26/09/2021;RICARICA;SOSPESO
39320002753;05/11/2024;CONSUMO;ATTIVO
39320002754;24/07/2021;RICARICA;ATTIVO
39320002755;05/07/2025;CONSUMO;ATTIVO
39320002756;05/06/2023;RICARICA;ATTIVO
39320002757;06/02/2022;CONSUMO;ATTIVO
39320002758;21/02/2025;RICARICA;ATTIVO
39320002759;09/07/2025;CONSUMO;ATTIVO
39320002760;14/05/2023;RICARICA;ATTIVO
39320002761;04/01/2026;CONSUMO;ATTIVO
39320002762;25/11/2023;RICARICA;ATTIVO
39320002763;09/10/2022;CONSUMO;ATTIVO
39320002764;07/09/2022;RICARICA;ATTIVO
39320002765;25/10/2025;CONSUMO;ATTIVO
39320002766;27/03/2023;RICARICA;ATTIVO
39320002767;01/12/2021;CONSUMO;ATTIVO
39320002768;25/07/2025;RICARICA;ATTIVO
39320002769;15/09/2025;CONSUMO;ATTIVO
39320002770;11/07/2023;RICARICA;ATTIVO
39320002771;17/06/2022;CONSUMO;ATTIVO
39320002772;22/02/2024;RICARICA;ATTIVO
39320002773;17/07/2025;CONSUMO;ATTIVO
39320002774;10/02/2021;RICARICA;ATTIVO
39320002775;21/12/2022;CONSUMO;ATTIVO
39320002776;25/05/2024;RICARICA;ATTIVO
39320002777;25/03/2024;CONSUMO;ATTIVO
39320002778;08/01/2024;RICARICA;ATTIVO
39320002779;18/05/2025;CONSUMO;ATTIVO
39320002780;28/10/2022;RICARICA;ATTIVO
39320002781;26/09/2023;CONSUMO;ATTIVO
39320002782;05/07/2023;RICARICA;ATTIVO
39320002783;20/02/2023;CONSUMO;ATTIVO
39320002784;08/08/2023;RICARICA;ATTIVO
39320002785;24/10/2021;CONSUMO;ATTIVO
39320002786;04/08/2024;RICARICA;ATTIVO
39320002787;22/11/2022;CONSUMO;ATTIVO
39320002788;08/06/2024;RICARICA;ATTIVO
39320002789;05/10/2025;CONSUMO;ATTIVO
39320002790;12/06/2021;RICARICA;ATTIVO
39320002791;13/04/2022;CONSUMO;ATTIVO
39320002792;30/08/2024;RICARICA;ATTIVO
39320002793;02/07/2022;CONSUMO;ATTIVO
39320002794;21/03/2023;RICARICA;ATTIVO
39320002795;01/07/2023;CONSUMO;ATTIVO
39320002796;14/01/2023;RICARICA;ATTIVO
39320002797;03/12/2023;CONSUMO;SOSPESO
39320002798;28/04/2023;RICARICA;ATTIVO
39320002799;16/10/2025;CONSUMO;ATTIVO
39320002800;30/01/2025;RICARICA;ATTIVO
39320002801;31/05/2022;CONSUMO;SOSPESO
39320002802;06/12/2024;RICARICA;ATTIVO
39320002803;08/03/2022;CONSUMO;ATTIVO
39320002804;30/07/2021;RICARICA;ATTIVO
39320002805;05/12/2025;CONSUMO;ATTIVO
39320002806;21/04/2021;RICARICA;ATTIVO
39320002807;25/03/2023;CONSUMO;ATTIVO
39320002808;20/06/2021;RICARICA;ATTIVO
39320002809;19/06/2024;CONSUMO;ATTIVO
39320002810;03/09/2024;RICARICA;SOSPESO
39320002811;10/03/2023;CONSUMO;ATTIVO
39320002812;22/05/2022;RICARICA;ATTIVO
39320002813;27/06/2023;CONSUMO;ATTIVO
39320002814;26/09/2021;RICARICA;ATTIVO
39320002815;16/12/2021;CONSUMO;ATTIVO
39320002816;20/09/2024;RICARICA;ATTIVO
39320002817;18/02/2026;CONSUMO;ATTIVO
39320002818;03/09/2023;RICARICA;ATTIVO
39320002819;19/11/2025;CONSUMO;ATTIVO
39320002820;12/07/2022;RICARICA;ATTIVO
39320002821;04/10/2021;CONSUMO;SOSPESO
39320002822;29/11/2024;RICARICA;ATTIVO
39320002823;25/04/2024;CONSUMO;ATTIVO
39320002824;16/07/2024;RICARICA;ATTIVO
39320002825;02/12/2025;CONSUMO;ATTIVO
39320002826;09/12/2023;RICARICA;ATTIVO
39320002827;30/12/2023;CONSUMO;ATTIVO
39320002828;13/12/2022;RICARICA;ATTIVO
39320002829;11/04/2022;CONSUMO;ATTIVO
39320002830;24/06/2023;RICARICA;ATTIVO
39320002831;25/04/2023;CONSUMO;ATTIVO
39320002832;14/09/2022;RICARICA;ATTIVO
39320002833;08/12/2023;CONSUMO;ATTIVO
39320002834;03/10/2025;RICARICA;ATTIVO
39320002835;11/08/2022;CONSUMO;ATTIVO
39320002836;18/01/2021;RICARICA;ATTIVO
39320002837;05/10/2023;CONSUMO;SOSPESO
39320002838;05/09/2023;RICARICA;ATTIVO
39320002839;18/04/2025;CONSUMO;ATTIVO
39320002840;23/08/2022;RICARICA;ATTIVO
39320002841;20/06/2025;CONSUMO;ATTIVO
39320002842;05/02/2023;RICARICA;ATTIVO
39320002843;12/12/2025;CONSUMO;ATTIVO
39320002844;20/03/2023;RICARICA;ATTIVO
39320002845;04/01/2025;CONSUMO;ATTIVO
39320002846;10/03/2023;RICARICA;ATTIVO
39320002847;28/03/2022;CONSUMO;ATTIVO
39320002848;15/05/2023;RICARICA;ATTIVO
39320002849;25/11/2023;CONSUMO;ATTIVO
39320002850;07/02/2026;RICARICA;ATTIVO
39320002851;22/11/2024;CONSUMO;ATTIVO
39320002852;07/08/2022;RICARICA;ATTIVO
39320002853;26/12/2023;CONSUMO;ATTIVO
39320002854;26/04/2023;RICARICA;ATTIVO
39320002855;21/05/2021;CONSUMO;ATTIVO
39320002856;17/08/2022;RICARICA;ATTIVO
39320002857;22/07/2023;CONSUMO;ATTIVO
39320002858;12/07/2022;RICARICA;ATTIVO
39320002859;05/10/2023;CONSUMO;ATTIVO
39320002860;09/02/2021;RICARICA;ATTIVO
39320002861;01/01/2024;CONSUMO;ATTIVO
39320002862;29/07/2021;RICARICA;ATTIVO
39320002863;14/09/2021;CONSUMO;ATTIVO
39320002864;29/01/2025;RICARICA;ATTIVO
39320002865;04/07/2021;CONSUMO;ATTIVO
39320002866;08/10/2023;RICARICA;ATTIVO
39320002867;11/05/2023;CONSUMO;ATTIVO
39320002868;26/06/2025;RICARICA;ATTIVO
39320002869;31/01/2023;CONSUMO;ATTIVO
39320002870;09/06/2025;RICARICA;ATTIVO
39320002871;14/06/2021;CONSUMO;ATTIVO
39320002872;27/10/2021;RICARICA;ATTIVO
39320002873;08/05/2025;CONSUMO;ATTIVO
39320002874;18/01/2024;RICARICA;ATTIVO
39320002875;29/01/2022;CONSUMO;ATTIVO
39320002876;28/05/2022;RICARICA;ATTIVO
39320002877;24/08/2025;CONSUMO;ATTIVO
39320002878;23/04/2025;RICARICA;ATTIVO
39320002879;28/02/2023;CONSUMO;ATTIVO
39320002880;27/06/2023;RICARICA;ATTIVO
39320002881;10/03/2021;CONSUMO;ATTIVO
39320002882;14/02/2025;RICARICA;ATTIVO
39320002883;04/12/2023;CONSUMO;ATTIVO
39320002884;03/03/2022;RICARICA;ATTIVO
39320002885;27/10/2024;CONSUMO;SOSPESO
39320002886;24/10/2022;RICARICA;ATTIVO
39320002887;31/01/2025;CONSUMO;ATTIVO
39320002888;31/01/2024;RICARICA;ATTIVO
39320002889;03/06/2022;CONSUMO;ATTIVO
39320002890;04/09/2022;RICARICA;ATTIVO
39320002891;23/12/2025;CONSUMO;ATTIVO
39320002892;27/09/2024;RICARICA;ATTIVO
39320002893;20/08/2021;CONSUMO;ATTIVO
39320002894;09/06/2023;RICARICA;ATTIVO
39320002895;09/12/2021;CONSUMO;ATTIVO
39320002896;12/04/2024;RICARICA;ATTIVO
39320002897;05/06/2025;CONSUMO;ATTIVO
39320002898;28/03/2021;RICARICA;ATTIVO
39320002899;15/11/2024;CONSUMO;ATTIVO
39320002900;06/05/2024;RICARICA;ATTIVO
39320002901;28/04/2025;CONSUMO;ATTIVO
39320002902;19/11/2021;RICARICA;ATTIVO
39320002903;05/11/2024;CONSUMO;ATTIVO
39320002904;05/04/2025;RICARICA;ATTIVO
39320002905;03/05/2021;CONSUMO;ATTIVO
39320002906;12/11/2021;RICARICA;ATTIVO
39320002907;09/06/2025;CONSUMO;ATTIVO
39320002908;27/09/2023;RICARICA;ATTIVO
39320002909;18/02/2024;CONSUMO;ATTIVO
39320002910;30/03/2025;RICARICA;ATTIVO
39320002911;01/01/2026;CONSUMO;ATTIVO
39320002912;31/01/2022;RICARICA;ATTIVO
39320002913;13/02/2023;CONSUMO;ATTIVO
39320002914;03/10/2021;RICARICA;ATTIVO
39320002915;22/03/2021;CONSUMO;ATTIVO
39320002916;16/06/2023;RICARICA;ATTIVO
39320002917;17/01/2024;CONSUMO;ATTIVO
39320002918;24/01/2022;RICARICA;ATTIVO
39320002919;19/01/2024;CONSUMO;ATTIVO
39320002920;08/02/2025;RICARICA;ATTIVO
39320002921;12/11/2025;CONSUMO;ATTIVO
39320002922;16/02/2026;RICARICA;ATTIVO
39320002923;25/11/2021;CONSUMO;ATTIVO
39320002924;14/11/2021;RICARICA;ATTIVO
39320002925;06/08/2025;CONSUMO;ATTIVO
39320002926;22/01/2023;RICARICA;ATTIVO
39320002927;09/05/2025;CONSUMO;ATTIVO
39320002928;16/02/2023;RICARICA;ATTIVO
39320002929;14/12/2025;CONSUMO;ATTIVO
39320002930;21/10/2025;RICARICA;ATTIVO
39320002931;24/06/2024;CONSUMO;ATTIVO
39320002932;16/01/2025;RICARICA;ATTIVO
39320002933;09/01/2024;CONSUMO;ATTIVO
39320002934;24/01/2022;RICARICA;ATTIVO
39320002935;16/10/2023;CONSUMO;ATTIVO
39320002936;12/11/2021;RICARICA;ATTIVO
39320002937;23/10/2022;CONSUMO;ATTIVO
39320002938;22/10/2022;RICARICA;ATTIVO
39320002939;08/12/2023;CONSUMO;ATTIVO
39320002940;31/03/2021;RICARICA;ATTIVO
39320002941;23/09/2021;CONSUMO;ATTIVO
39320002942;06/03/2021;RICARICA;ATTIVO
39320002943;22/09/2023;CONSUMO;ATTIVO
39320002944;07/03/2021;RICARICA;ATTIVO
39320002945;09/09/2025;CONSUMO;ATTIVO
39320002946;01/10/2023;RICARICA;ATTIVO
39320002947;07/12/2024;CONSUMO;ATTIVO
39320002948;11/04/2021;RICARICA;ATTIVO
39320002949;25/05/2024;CONSUMO;ATTIVO
39320002950;27/01/2021;RICARICA;SOSPESO
39320002951;04/03/2022;CONSUMO;ATTIVO
39320002952;28/12/2025;RICARICA;ATTIVO
39320002953;17/08/2023;CONSUMO;ATTIVO
39320002954;05/05/2021;RICARICA;ATTIVO
39320002955;03/03/2025;CONSUMO;SOSPESO
39320002956;02/05/2023;RICARICA;ATTIVO
39320002957;15/06/2025;CONSUMO;ATTIVO
39320002958;14/08/2025;RICARICA;ATTIVO
39320002959;20/12/2023;CONSUMO;ATTIVO
39320002960;25/05/2021;RICARICA;ATTIVO
39320002961;09/06/2021;CONSUMO;SOSPESO
39320002962;30/11/2023;RICARICA;ATTIVO
39320002963;25/01/2025;CONSUMO;ATTIVO
39320002964;01/03/2023;RICARICA;ATTIVO
39320002965;14/12/2023;CONSUMO;ATTIVO
39320002966;13/03/2024;RICARICA;ATTIVO
39320002967;02/01/2022;CONSUMO;ATTIVO
39320002968;18/02/2024;RICARICA;ATTIVO
39320002969;05/08/2021;CONSUMO;ATTIVO
39320002970;26/03/2024;RICARICA;ATTIVO
39320002971;29/07/2023;CONSUMO;ATTIVO
39320002972;25/05/2023;RICARICA;ATTIVO
39320002973;08/12/2021;CONSUMO;ATTIVO
39320002974;01/02/2024;RICARICA;ATTIVO
39320002975;23/11/2022;CONSUMO;ATTIVO
39320002976;30/12/2023;RICARICA;SOSPESO
39320002977;27/06/2023;CONSUMO;SOSPESO
39320002978;23/01/2026;RICARICA;ATTIVO
39320002979;27/10/2022;CONSUMO;ATTIVO
39320002980;25/04/2023;RICARICA;ATTIVO
39320002981;01/06/2023;CONSUMO;ATTIVO
39320002982;25/10/2022;RICARICA;ATTIVO
39320002983;28/02/2024;CONSUMO;ATTIVO
39320002984;08/02/2023;RICARICA;ATTIVO
39320002985;12/03/2026;CONSUMO;ATTIVO
39320002986;08/01/2023;RICARICA;SOSPESO
39320002987;06/07/2023;CONSUMO;SOSPESO
39320002988;01/01/2021;RICARICA;ATTIVO
39320002989;06/08/2022;CONSUMO;ATTIVO
39320002990;27/11/2023;RICARICA;ATTIVO
39320002991;29/12/2025;CONSUMO;ATTIVO
39320002992;08/09/2022;RICARICA;SOSPESO
39320002993;16/03/2022;CONSUMO;ATTIVO
39320002994;14/02/2021;RICARICA;ATTIVO
39320002995;13/11/2024;CONSUMO;ATTIVO
39320002996;26/02/2026;RICARICA;ATTIVO
39320002997;14/02/2024;CONSUMO;ATTIVO
39320002998;16/03/2024;RICARICA;ATTIVO
39320002999;19/03/2021;CONSUMO;ATTIVO
39320003000;16/11/2021;RICARICA;ATTIVO
39320003001;22/01/2023;CONSUMO;ATTIVO
39320003002;27/05/2022;RICARICA;ATTIVO
39320003003;20/07/2025;CONSUMO;ATTIVO
39320003004;14/03/2024;RICARICA;ATTIVO
39320003005;23/02/2026;CONSUMO;ATTIVO
39320003006;08/06/2021;RICARICA;ATTIVO
39320003007;12/06/2025;CONSUMO;ATTIVO
39320003008;27/09/2023;RICARICA;ATTIVO
39320003009;13/11/2024;CONSUMO;ATTIVO
39320003010;06/08/2025;RICARICA;ATTIVO
39320003011;04/05/2024;CONSUMO;ATTIVO
39320003012;18/03/2021;RICARICA;ATTIVO
39320003013;26/03/2024;CONSUMO;ATTIVO
39320003014;17/05/2025;RICARICA;ATTIVO
39320003015;28/04/2025;CONSUMO;ATTIVO
39320003016;07/12/2025;RICARICA;ATTIVO
39320003017;04/05/2023;CONSUMO;SOSPESO
39320003018;04/09/2021;RICARICA;ATTIVO
39320003019;10/04/2022;CONSUMO;ATTIVO
39320003020;06/10/2025;RICARICA;ATTIVO
39320003021;24/01/2021;CONSUMO;ATTIVO
39320003022;18/07/2024;RICARICA;ATTIVO
39320003023;17/09/2022;CONSUMO;ATTIVO
39320003024;16/10/2022;RICARICA;ATTIVO
39320003025;03/11/2021;CONSUMO;ATTIVO
39320003026;30/11/2024;RICARICA;ATTIVO
39320003027;14/04/2021;CONSUMO;ATTIVO
39320003028;16/03/2023;RICARICA;SOSPESO
39320003029;22/03/2025;CONSUMO;ATTIVO
39320003030;31/10/2023;RICARICA;ATTIVO
39320003031;04/06/2023;CONSUMO;ATTIVO
39320003032;19/03/2023;RICARICA;ATTIVO
39320003033;20/11/2022;CONSUMO;ATTIVO
39320003034;16/03/2024;RICARICA;ATTIVO
39320003035;28/01/2024;CONSUMO;ATTIVO
39320003036;24/06/2021;RICARICA;ATTIVO
39320003037;09/06/2023;CONSUMO;ATTIVO
39320003038;25/09/2021;RICARICA;ATTIVO
39320003039;12/09/2023;CONSUMO;ATTIVO
39320003040;27/09/2023;RICARICA;ATTIVO
39320003041;16/03/2024;CONSUMO;ATTIVO
39320003042;15/06/2024;RICARICA;SOSPESO
39320003043;10/12/2023;CONSUMO;ATTIVO
39320003044;27/05/2021;RICARICA;ATTIVO
39320003045;31/05/2023;CONSUMO;ATTIVO
39320003046;08/03/2026;RICARICA;ATTIVO
39320003047;19/08/2021;CONSUMO;ATTIVO
39320003048;18/05/2023;RICARICA;ATTIVO
39320003049;26/01/2022;CONSUMO;ATTIVO
39320003050;01/05/2024;RICARICA;ATTIVO
39320003051;26/04/2025;CONSUMO;ATTIVO
39320003052;18/12/2022;RICARICA;ATTIVO
39320003053;03/07/2025;CONSUMO;ATTIVO
39320003054;26/10/2021;RICARICA;ATTIVO
39320003055;08/03/2026;CONSUMO;ATTIVO
39320003056;13/02/2022;RICARICA;ATTIVO
39320003057;16/11/2021;CONSUMO;ATTIVO
39320003058;13/10/2025;RICARICA;ATTIVO
39320003059;23/02/2025;CONSUMO;ATTIVO
39320003060;25/06/2024;RICARICA;SOSPESO
39320003061;15/11/2025;CONSUMO;ATTIVO
39320003062;13/08/2022;RICARICA;ATTIVO
39320003063;21/11/2024;CONSUMO;ATTIVO
39320003064;17/09/2022;RICARICA;ATTIVO
39320003065;16/02/2021;CONSUMO;ATTIVO
39320003066;24/02/2025;RICARICA;ATTIVO
39320003067;22/02/2022;CONSUMO;ATTIVO
39320003068;17/03/2025;RICARICA;ATTIVO
39320003069;17/09/2023;CONSUMO;ATTIVO
39320003070;17/10/2021;RICARICA;ATTIVO
39320003071;30/09/2024;CONSUMO;ATTIVO
39320003072;08/04/2024;RICARICA;ATTIVO
39320003073;15/12/2023;CONSUMO;ATTIVO
39320003074;15/12/2021;RICARICA;ATTIVO
39320003075;16/02/2022;CONSUMO;ATTIVO
39320003076;19/06/2024;RICARICA;ATTIVO
